_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight
parisro01,30-Aug-53,"Shreveport, Louisiana",1.4,53.7,0,72.1,1611,19.2,14.5,9.1,147,53.7,Centenary College of Louisiana,8th overall,1st round,Golden State Warriors,1976,Jul-00,"Woodlawn in Shreveport, Louisiana",Robert Parish,Center,Right,230lb
parkeso01,22-Mar-55,"Chicago, Illinois",2.1,50.1,0,75.5,452,15.6,9.9,4.1,26.9,50.1,Texas A&M University,17th overall,1st round,Golden State Warriors,1976,6-Jun,"Farragut Career Academy in Chicago, Illinois",Sonny Parker,Small Forward and Shooting Guard,Right,200lb
rogerma01,27-Aug-53,"St. Louis, Missouri",0.4,37.1,,93.3,26,9.8,3.8,0.4,-0.2,,University of Texas-Pan American,34th overall,2nd round,Golden State Warriors,1976,1-Jun,"Sumner in St. Louis, Missouri",Marshall Rogers,Point Guard,Right,190lb
selleph01,20-Nov-53,"Brooklyn, New York",0.6,38.4,,72.2,44,14,4.5,0.9,0,,Rutgers University,38th overall,3rd round,Detroit Pistons,1976,4-Jun,"Thomas Jefferson in Brooklyn, New York",Phil Sellers,Shooting Guard,Right,195lb
sheltlo01,19-Oct-55,"Bakersfield, California",2.2,49.2,9.7,73.8,673,14.2,12,6.1,37.5,49.2,Oregon State University,25th overall,2nd round,New York Knicks,1976,8-Jun,"Foothill in Bakersfield, California",Lonnie Shelton,Power Forward,Right,240lb
smithwi02,26-Oct-53,"Las Vegas, Nevada",3.6,40,23.9,75.4,78,12.3,4.6,1.7,1.3,42.4,University of Missouri,18th overall,2nd round,Chicago Bulls,1976,2-Jun,"Clark in Las Vegas, Nevada",Willie Smith,Point Guard,Left,170lb
starrke01,14-Mar-54,"Sewickley, Pennsylvania",0.4,25,,100,17,3.7,0.8,0.6,-0.2,,University of Pittsburgh,52nd overall,4th round,Chicago Bulls,1976,6-Jun,"Quaker Valley in Leetsdale, Pennsylvania",Keith Starr,Shooting Guard,Right,190lb
tatumea01,26-Jul-53,"Mount Vernon, New York",1.9,45.9,33.3,74.6,262,14.2,9.6,2.6,7.8,46,Marquette University,21st overall,2nd round,Los Angeles Lakers,1976,5-Jun,"Mount Vernon in Mount Vernon, New York",Earl Tatum,Shooting Guard,Right,185lb
terreir01,19-Jun-54,"Dallas, Texas",1.1,49.8,,63.8,127,11.8,7,4.2,4.1,,Southern Methodist University,45th overall,3rd round,Phoenix Suns,1976,8-Jun,"Roosevelt in Dallas, Texas",Ira Terrell,Small Forward,Right,200lb
walkean01,25-Mar-55,"Long Island City, New York",0.8,46.2,,76.6,40,13,4.5,1.9,0.7,,Niagara University,111th overall,7th round,New Orleans Jazz,1976,4-Jun,"Long Island City in Queens, New York",Andy Walker,Small Forward,Right,190lb
walkeph01,20-Mar-56,"Philadelphia, Pennsylvania",1.4,35.4,,66.7,40,9,4.5,1.3,-0.4,,Millersville University of Pennsylvania,117th overall,7th round,Philadelphia 76ers,1976,3-Jun,"Central in Philadelphia, Pennsylvania",Phil Walker,Shooting Guard,Right,180lb
walkewa01,18-Jul-54,"Millersville, Pennsylvania",1.5,46.7,20,64.3,565,11.4,7,3.1,12.9,46.7,University of Virginia,5th overall,1st round,Portland Trail Blazers,1976,7-Jun,"Penn Manor in Millersville, Pennsylvania",Wally Walker,Small Forward,Right,190lb
waltoll01,23-Nov-53,"Chicago, Illinois",3.6,45.4,25,71.1,341,11.4,4.2,1.1,5.2,45.5,Marquette University,40th overall,3rd round,Milwaukee Bucks,1976,Jun-00,"Mount Carmel in Chicago, Illinois",Lloyd Walton,Point Guard,Right,160lb
washiri01,15-Jul-55,"Portland, Oregon",1.2,45.3,25,71.1,351,13.3,9.8,6.3,10.8,45.3,"University of California, Los Angeles",3rd overall,1st round,Kansas City Kings,1976,11-Jun,"Benson Polytechnic in Portland, Oregon",Richard Washington,Power Forward,Right,220lb
wilkebo01,15-Aug-54,"Anderson, Indiana",3.4,42.5,16.7,75.1,536,11.1,10.1,4.2,8.2,42.6,Indiana University,11th overall,1st round,Seattle SuperSonics,1976,6-Jun,"Madison Heights in Anderson, Indiana",Bob Wilkerson,Small Forward and Shooting Guard,Right,195lb
willich03,31-Dec-53,"Columbus, Ohio",0.3,29.8,,75,22,8.8,1.7,0.2,-0.2,,Kansas State University,15th overall,1st round,Cleveland Cavaliers,1976,3-Jun,,Chuckie Williams,Shooting Guard,Right,180lb
willifl01,18-Feb-53,"Brooklyn, New York",2,46.2,14.3,68.3,71,11.8,9.4,2.5,-0.3,46.3,Austin Peay State University,152nd overall,9th round,Philadelphia 76ers,1976,5-Jun,"Glen Springs Academy in Lakemont, New York",Fly Williams,Shooting Guard,Right,200lb
wrighla01,23-Nov-54,"Monroe, Louisiana",3.4,46.5,26.1,77.7,343,13.1,8.2,1.6,10.6,46.6,Grambling State University,14th overall,1st round,Washington Bullets,1976,1-Jun,"Western in Washington, District of Columbia",Larry Wright,Point Guard,Right,160lb
anderki01,12-May-55,"Sedalia, Missouri",0.7,31.2,,53.6,21,3,3,2.1,-0.4,,University of Missouri,28th overall,2nd round,Portland Trail Blazers,1977,7-Jun,"Smith-Cotton in Sedali, Missouri",Kim Anderson,Small Forward,Right,200lb
armstta01,5-Oct-55,"Moultrie, Georgia",1.1,45.4,,80,92,9.9,3.8,1,0.3,,Duke University,13th overall,1st round,Chicago Bulls,1977,3-Jun,"Spring Woods in Houston, Texas",Tate Armstrong,Shooting Guard,Right,175lb
ballagr01,29-Jan-55,"Los Angeles, California",2.2,47.2,33.8,78.7,802,15.7,12.4,6.1,54,47.7,University of Oregon,4th overall,1st round,Washington Bullets,1977,7-Jun,"Garey in Pomona, California",Greg Ballard,Small Forward,Right,215lb
bensoke01,27-Dec-54,"New Castle, Indiana",1.8,49.3,20.6,75.7,680,14.2,9.1,5.7,33.6,49.4,Indiana University,1st overall,1st round,Milwaukee Bucks,1977,10-Jun,"Chrysler in New Castle, Indiana",Kent Benson,Center,Right,235lb
birdsot01,9-Dec-55,"Winter Haven, Florida",3.2,50.6,27.4,65.5,696,16.5,18,3,48.2,50.9,University of Houston,2nd overall,1st round,Kansas City Kings,1977,3-Jun,"Winter Haven in Winter Haven, Florida",Otis Birdsong,Shooting Guard,Right,190lb
bondph01,27-Jul-54,"Louisville, Kentucky",0.3,33.3,,-,7,5.3,0.6,0.6,0,,University of Louisville,62nd overall,3rd round,Houston Rockets,1977,2-Jun,"Manual in Louisville, Kentucky",Phil Bond,Shooting Guard,Right,175lb
boydde01,21-May-54,"Portsmouth, Virginia",1.4,25,,-,5,-4,1.2,0.4,-0.2,,University of Detroit Mercy,72nd overall,4th round,New Orleans Jazz,1977,1-Jun,"Roosevelt in New York, New York",Dennis Boyd,Point Guard,Right,175lb
bradlal01,16-Oct-53,"Utica, Mississippi",0.7,41.8,100,70.3,99,8.6,4.4,1.5,-0.2,41.9,Texas Southern University,29th overall,2nd round,Indiana Pacers,1977,6-Jun,"Hinds County Agricultural in Utica, Mississippi",Alonzo Bradley,Small Forward,Right,190lb
bratzmi01,17-Oct-55,"Lompoc, California",3.2,40.7,30.5,83,586,12,7,1.8,11.1,42.6,Stanford University,66th overall,3rd round,Phoenix Suns,1977,2-Jun,"Lompoc in Lompoc, California",Mike Bratz,Point Guard,Right,185lb
brownle02,19-Feb-55,"Los Angeles, California",0,0,-,40,2,-18.6,1,1,-0.1,0,"University of Nevada, Las Vegas",69th overall,4th round,Milwaukee Bucks,1977,11-Jun,"Verbum Dei in Los Angeles, California",Lewis Brown,Center,Left,225lb
carrke01,15-Aug-55,"Washington, District of Columbia",1.4,51,7.9,68.4,674,14.7,11.6,7.4,33.6,51,North Carolina State University,6th overall,1st round,Los Angeles Lakers,1977,7-Jun,"DeMatha Catholic in Hyattsville, Maryland",Kenny Carr,Power Forward,Right,220lb
coxwe01,27-Jan-55,"Louisville, Kentucky",0.3,41.2,,51,74,8.9,4.6,2.8,0.1,,University of Louisville,18th overall,1st round,Golden State Warriors,1977,6-Jun,"Male in Louisville, Kentucky",Wesley Cox,Small Forward,Right,215lb
crowma01,22-Oct-54,"Edwards AFB, California",0.5,43.8,,70,15,12.8,5.6,1.8,0.2,,Duke University,111th overall,6th round,New Jersey Nets,1977,7-Jun,,Mark Crow,Small Forward,Right,210lb
davisbr01,17-Dec-55,"Monaca, Pennsylvania",4.9,51,32.1,82.8,961,14.7,8.2,1.8,53.6,53.4,University of Maryland,15th overall,1st round,Los Angeles Lakers,1977,3-Jun,"Monaca in Monaca, Pennsylvania",Brad Davis,Point Guard,Right,180lb
daviswa03,9-Sep-54,"Pineville, North Carolina",3.8,51.1,27.2,85.1,1033,19.1,18.9,3,76.9,51.6,University of North Carolina,5th overall,1st round,Phoenix Suns,1977,6-Jun,"South Mecklenburg in Charlotte, North Carolina",Walter Davis,Small Forward and Shooting Guard,Right,193lb
dunntr01,1-Feb-55,"Birmingham, Alabama",1.6,45.7,5,72.5,993,10.4,5.1,4.4,39.8,45.7,University of Alabama,41st overall,2nd round,Portland Trail Blazers,1977,4-Jun,"West End in Birmingham, Alabama",T.R. Dunn,Shooting Guard and Small Forward,Right,192lb
edwarja01,22-Nov-55,"Seattle, Washington",1.3,49.5,4.8,69.8,1168,14.7,12.7,5.1,59.7,49.5,University of Washington,46th overall,3rd round,Los Angeles Lakers,1977,Jul-00,"Roosevelt in Seattle, Washington",James Edwards,Center,Right,225lb
elliobo01,18-Aug-55,"Ann Arbor, Michigan",1.4,49.4,33.3,64.9,141,12.3,7,3.6,3,49.6,University of Arizona,42nd overall,2nd round,Philadelphia 76ers,1977,9-Jun,"Pioneer in Ann Arbor, Michigan",Bob Elliott,Power Forward and Center,Right,225lb
ellisbo02,8-Aug-54,"Chicago, Illinois",0.7,43.1,0,73.1,168,10.2,3.6,2.9,2.5,43.1,Marquette University,17th overall,1st round,Washington Bullets,1977,9-Jun,"Parker in Chicago, Illinois",Bo Ellis,Power Forward,Right,197lb
eppsra01,20-Aug-56,"Amelia, Virginia",0.2,43.5,,75,13,7.9,2,0.4,0.1,,Norfolk State University,104th overall,5th round,Golden State Warriors,1977,6-Jun,"George Wythe in Richmond, Virginia",Ray Epps,Small Forward,Right,195lb
glennmi01,10-Sep-55,"Rome, Georgia",1.6,54.2,28.6,85.5,593,15.1,7.6,1.2,25.3,54.3,Southern Illinois University,23rd overall,2nd round,Chicago Bulls,1977,2-Jun,"Coosa in Rome, Georgia",Mike Glenn,Shooting Guard and Point Guard,Right,175lb
gondrgl01,30-Aug-55,"Boulder, Colorado",1.4,47.3,14.3,72.4,435,13.7,5.8,4.5,15.9,47.4,"University of Nevada, Las Vegas",26th overall,2nd round,New York Knicks,1977,6-Jun,"Boulder in Boulder, Colorado",Glen Gondrezick,Power Forward and Small Forward,Right,218lb
greenri01,18-Aug-54,"Chicago, Illinois",5.5,46.9,20.7,80.7,946,15.3,9.4,1.9,47.2,47.1,University of Michigan,16th overall,1st round,Golden State Warriors,1977,Jun-00,"Hirsch Metro in Chicago, Illinois",Rickey Green,Point Guard,Right,170lb
griffgr01,6-Sep-52,"Cleveland, Ohio",0.7,36.1,,63.9,36,6.8,4,2.9,-0.1,,Idaho State University,71st overall,4th round,Phoenix Suns,1977,7-Jun,,Greg Griffin,Small Forward,Right,190lb
grunfer01,24-Apr-55,"Satu-Mare, Romania",2,47.7,33.7,77,693,12.7,7.4,2.6,25,48.1,University of Tennessee,11th overall,1st round,Milwaukee Bucks,1977,6-Jun,"Forest Hills in Forest Hills, New York",Ernie Grunfeld,Shooting Guard and Small Forward,Right,210lb
hassejo01,11-Sep-55,"Providence, Rhode Island",1.3,42.1,33.6,86.1,292,12.9,5.9,1.1,6.4,47.8,Providence College,52nd overall,3rd round,Seattle SuperSonics,1977,5-Jun,"La Salle Academy in Providence, Rhode Island",Joe Hassett,Shooting Guard,Right,180lb
hayesst01,2-Aug-55,"American Falls, Idaho",0.4,48.2,0,50,212,8.4,2.6,2.5,2.9,48.2,Idaho State University,76th overall,4th round,New York Knicks,1977,Jul-00,"Aberdeen in Aberdeen, Idaho",Steve Hayes,Center,Right,205lb
hollies01,16-May-55,"Erie, Pennsylvania",0.2,40,,75,25,11.8,2.8,1.8,0.1,,St. Bonaventure University,44th overall,2nd round,New Orleans Jazz,1977,6-Jun,,Essie Hollis,Small Forward,Right,195lb
johnsed02,24-Feb-55,"Ocala, Florida",5.1,47.6,32.6,79.1,675,16,15.1,2.3,41,48.2,Auburn University,49th overall,3rd round,Atlanta Hawks,1977,2-Jun,"Lake Weir in Summerfield, Florida",Eddie Johnson,Shooting Guard,Right,180lb
johnsla01,28-Nov-54,"Morganfield, Kentucky",1.8,23.1,,0,4,8,1.5,1.3,-0.1,,University of Kentucky,24th overall,2nd round,Buffalo Braves,1977,3-Jun,"Union County in Union County, Kentucky",Larry Johnson,Shooting Guard,Right,205lb
johnsma01,8-Feb-56,"Natchitoches, Louisiana",3.6,51.8,15.2,73.9,691,20.1,20.1,7,79.8,51.9,"University of California, Los Angeles",3rd overall,1st round,Milwaukee Bucks,1977,7-Jun,"Crenshaw in Los Angeles, California",Marques Johnson,Small Forward and Shooting Guard,Right,218lb
jordaed01,29-Jan-55,"Washington, District of Columbia",3.8,41.4,22.4,76.3,420,13.1,8.1,1.9,8.8,41.8,Rutgers University,33rd overall,2nd round,Cleveland Cavaliers,1977,1-Jun,"Archbishop Carroll in Washington, District of Columbia",Eddie Jordan,Point Guard,Right,170lb
kingbe01,4-Dec-56,"Brooklyn, New York",3.3,51.8,17.2,73,874,19.2,22.5,5.8,75.4,51.9,University of Tennessee,7th overall,1st round,New Jersey Nets,1977,7-Jun,"Fort Hamilton in Brooklyn, New York",Bernard King,Small Forward,Right,205lb
knighto01,3-May-55,"Bronx, New York",1.2,51.9,0,74,283,15.1,12.9,5.1,15.7,51.9,University of Notre Dame,32nd overall,2nd round,New York Knicks,1977,9-Jun,"Port Jefferson in Port Jefferson, New York",Toby Knight,Small Forward,Left,210lb
kuestjo01,6-Feb-55,"Richmond, Virginia",2.3,42.7,0,83.3,135,11.4,3.3,1,2,42.7,University of North Carolina,53rd overall,3rd round,Kansas City Kings,1977,2-Jun,"Benedictine in Richmond, Virginia",John Kuester,Point Guard,Right,180lb
lagarto01,10-Feb-55,"Detroit, Michigan",1.5,46.2,0,64,312,11.5,7.6,5.1,6.5,46.2,University of North Carolina,9th overall,1st round,Denver Nuggets,1977,10-Jun,"Central Catholic in Detroit, Michigan",Tom LaGarde,Center,Right,220lb
landsma01,21-May-55,"Minot, North Dakota",0.5,48.1,0,52.2,437,12.8,5.6,6.1,12.2,48.1,"University of Minnesota, Arizona State University",35th overall,2nd round,Chicago Bulls,1977,8-Jun,"Mounds View in Saint Paul, Minnesota",Mark Landsberger,Power Forward and Center,Right,215lb
laureri01,11-Jul-54,"Philadelphia, Pennsylvania",0.3,32.3,,100,10,7.5,2.4,1,0,,Hofstra University,19th overall,1st round,Portland Trail Blazers,1977,6-Jun,"Overbrook in Philadelphia, Pennsylvania",Rich Laurel,Shooting Guard,Left,190lb
marshri01,10-Mar-54,"New York, New York",1.5,42.6,,69.7,60,8.4,4.5,1.3,0.5,,Manhattan College,165th overall,8th round,Golden State Warriors,1977,3-Jun,"Jamaica in Jamaica, New York",Ricky Marsh,Shooting Guard,Right,200lb
maxwece01,21-Nov-55,"Kinston, North Carolina",2.2,54.6,5.3,78.4,835,16.4,12.5,6.3,78.5,54.6,University of North Carolina at Charlotte,12th overall,1st round,Boston Celtics,1977,8-Jun,"Kinston in Kinston, North Carolina",Cedric Maxwell,Small Forward,Right,205lb
mckinbi01,5-Jun-55,"Waukegan, Illinois",3.5,49.3,6.3,82,476,13.7,8,1.4,15.6,49.3,Northwestern University,115th overall,6th round,Phoenix Suns,1977,Jun-00,"Zion-Benton in Zion, Illinois",Billy McKinney,Point Guard,Left,160lb
moffela01,5-Nov-54,"Mobile, Alabama",0.4,29.4,,60,20,4,0.8,1.1,-0.1,,"University of Nevada, Las Vegas",34th overall,2nd round,Houston Rockets,1977,8-Jun,,Larry Moffett,Small Forward,Right,210lb
moslegl01,26-Dec-55,"Newark, New Jersey",0.7,40.9,,57.8,32,11.2,3.1,2.2,0.2,,Seton Hall University,20th overall,1st round,Philadelphia 76ers,1977,8-Jun,,Glenn Mosley,Power Forward,Right,195lb
nixonno01,11-Oct-55,"Macon, Georgia",8.3,48.3,29.4,77.2,768,15.3,15.7,2.6,47.6,48.8,Duquesne University,22nd overall,1st round,Los Angeles Lakers,1977,2-Jun,"Southwest in Macon, Georgia",Norm Nixon,Point Guard,Right,170lb
olivejo01,1-Mar-55,"Philadelphia, Pennsylvania",0.1,31,-,78.3,35,1,1.3,0.6,-0.2,31,Villanova University,168th overall,8th round,Philadelphia 76ers,1977,7-Jun,"Bishop Eustace in Pennsauken, New Jersey",John Olive,Small Forward,Right,210lb
owensed01,26-Dec-53,,0.6,42.9,,50,8,8.8,2.6,1.3,0,,"University of Nevada, Las Vegas",31st overall,2nd round,Kansas City Kings,1977,7-Jun,"Wheatley in Houston, Texas",Eddie Owens,Small Forward,Right,210lb
poquebe01,7-May-55,"Ann Arbor, Michigan",1.2,48.3,22,77.9,718,12.6,6.8,5.2,30.4,48.4,Central Michigan University,36th overall,2nd round,Detroit Pistons,1977,9-Jun,"East Lansing in East Lansing, Michigan",Ben Poquette,Power Forward and Center,Right,235lb
redmoma01,15-Apr-55,"San Francisco, California",1,42.3,0,65.5,77,11,6.5,2.1,0.6,42.3,University of San Francisco,60th overall,3rd round,Golden State Warriors,1977,6-Jun,"Balboa in San Francisco, California",Marlon Redmond,Shooting Guard,Right,188lb
reidro01,30-Aug-55,"Atlanta, Georgia",2.7,45.8,29.1,73.2,919,13.1,11.4,4.5,40.3,46.3,St. Mary's University,40th overall,2nd round,Houston Rockets,1977,8-Jun,"Samuel Clemens in Schertz, Texas",Robert Reid,Shooting Guard and Small Forward,Right,205lb
roberan01,15-Apr-55,"Chattanooga, Tennessee",1.2,41.2,0,69.9,213,10.7,7.8,3.9,3.3,41.2,Oral Roberts University,21st overall,1st round,Denver Nuggets,1977,5-Jun,"Riverside in Chattanooga, Tennessee",Anthony Roberts,Small Forward,Right,185lb
roberto01,1-Jan-56,"Detroit, Michigan",1.4,43.5,,69.4,75,10.6,5.5,1.1,0.4,,West Virginia University,88th overall,4th round,Los Angeles Lakers,1977,4-Jun,,Tony Robertson,Shooting Guard,Right,195lb
rollitr01,16-Jun-55,"Winter Haven, Florida",0.6,52.2,0,70,1156,13.6,5.4,5.8,63.9,52.2,Clemson University,14th overall,1st round,Atlanta Hawks,1977,1-Jul,"Crisp County in Cordele, Georgia",Tree Rollins,Center,Right,235lb
schefto01,27-Oct-54,"St. Joseph, Michigan",0.3,41.2,-,50,39,6.9,1.3,1.9,0.2,41.2,Purdue University,117th overall,6th round,Indiana Pacers,1977,11-Jun,"Saint Joseph in Saint Joseph, Michigan",Tom Scheffler,Center,Right,240lb
scottal01,14-Sep-55,"Cleveland, Tennessee",1.4,48.1,20,73.3,627,11.3,4.9,3.2,23,48.2,Oral Roberts University,136th overall,7th round,Phoenix Suns,1977,7-Jun,"Bradley in Cleveland, Tennessee",Alvin Scott,Small Forward,Right,185lb
sheppst01,21-Mar-54,"New York, New York",0.6,45.9,,63.3,106,10.8,3.5,1.7,0.9,,University of Maryland,30th overall,2nd round,Chicago Bulls,1977,6-Jun,"DeWitt Clinton in Bronx, New York",Steve Sheppard,Small Forward,Right,215lb
sikmaja01,14-Nov-55,"Kankakee, Illinois",3.2,46.4,32.8,84.9,1107,17.3,15.6,9.8,112.5,47.1,Illinois Wesleyan University,8th overall,1st round,Seattle SuperSonics,1977,11-Jun,"Saint Anne in Saint Anne, Illinois",Jack Sikma,Center,Right,230lb
simssc01,18-Apr-55,"Kirksville, Missouri",1.7,38.5,,66.7,12,5.2,2.5,1.1,-0.2,,University of Missouri,103rd overall,5th round,San Antonio Spurs,1977,1-Jun,,Scott Sims,Point Guard,Right,170lb
smithro01,10-Mar-55,"Los Angeles, California",1.8,43.5,23.8,87.7,229,11,5,1.3,5.6,44.1,"University of Nevada, Las Vegas",65th overall,3rd round,Denver Nuggets,1977,11-May,"Crenshaw in Los Angeles, California",Robert Smith,Point Guard,Right,165lb
smithsa02,8-Jan-55,"Ferriday, Louisiana",1.3,41.9,22.9,86.2,46,14.2,6.8,1.4,1.1,43.3,"University of Nevada, Las Vegas",48th overall,3rd round,Atlanta Hawks,1977,4-Jun,"Clark in Las Vegas, Nevada",Sam Smith,Small Forward,Right,200lb
washiwi01,3-Aug-55,"Norfolk, Virginia",0.6,49.7,,60.5,100,12.4,7.3,4.5,2.1,,Old Dominion University,25th overall,2nd round,Philadelphia 76ers,1977,9-Jun,"Booker T. Washington in Norfolk, Virginia",Wilson Washington,Power Forward,Right,227lb
wilkije01,9-Mar-55,"Chicago, Illinois",1,45.9,0,74.3,454,10.5,7.9,5.7,8.8,45.9,Illinois State University,37th overall,2nd round,San Antonio Spurs,1977,11-Jun,"Elgin in Elgin, Illinois",Jeff Wilkins,Center,Right,230lb
willira01,14-Oct-54,"Mount Vernon, New York",5.8,45.1,23.7,80.2,655,17.3,15.5,3.6,37.1,45.6,University of Minnesota,10th overall,1st round,New York Knicks,1977,3-Jun,"Mount Vernon in Mount Vernon, New York",Ray Williams,Shooting Guard and Point Guard,Right,188lb
batesbi01,31-May-56,"Kosciusko, Mississippi",1.9,47.4,30.3,79.6,187,18.1,11.7,1.7,6.9,48.3,Kentucky State University,47th overall,3rd round,Houston Rockets,1978,4-Jun,"McAdams in Camden, Mississippi",Billy Ray Bates,Shooting Guard,Right,210lb
battoda01,26-Mar-56,"Baltimore, Maryland",0.6,44.8,0,47.1,58,10.2,3.2,2.1,0.7,44.8,University of Notre Dame,62nd overall,3rd round,New Jersey Nets,1978,10-Jun,"Springfield (Delco) in Springfield, Pennsylvania",Dave Batton,Center,Right,240lb
birdla01,7-Dec-56,"West Baden, Indiana",6.3,49.6,37.6,88.6,897,23.5,24.3,10,145.8,51.4,Indiana State University,6th overall,1st round,Boston Celtics,1978,9-Jun,"Springs Valley in French Lick, Indiana",Larry Bird,Power Forward and Small Forward,Right,220lb
bostola01,18-May-56,"Cleveland, Ohio",0.2,46.2,-,61.5,13,12.6,4.3,3,0.2,46.2,University of Maryland,81st overall,4th round,Washington Bullets,1978,8-Jun,"John F. Kennedy in Cleveland, Ohio",Lawrence Boston,Power Forward,Right,225lb
boynewi01,17-May-57,"Greenville, South Carolina",1.2,43.5,0,78.3,177,10.8,8.4,2.1,0.9,43.5,University of San Francisco,13th overall,1st round,New Jersey Nets,1978,6-Jun,"Capitol Hill in Oklahoma City, Oklahoma",Winford Boynes,Shooting Guard,Right,185lb
brewero01,16-Sep-55,"Fort Smith, Arkansas",1.8,45.9,24.8,82.4,501,13,11.9,1.9,17.3,46.2,University of Arkansas,7th overall,1st round,Portland Trail Blazers,1978,4-Jun,"Northside in Fort Smith, Arkansas",Ron Brewer,Shooting Guard,Right,180lb
bunchgr01,15-May-56,"San Bernardino, California",0.3,34.6,,83.3,12,9.2,2.3,1.4,0.1,,"California State University, Fullerton",34th overall,2nd round,New York Knicks,1978,6-Jun,"Pacific in San Bernadino, California",Greg Bunch,Small Forward,Right,190lb
byrnema01,30-Apr-56,"Syracuse, New York",1.6,46.3,32.6,73.6,263,10.8,5.7,2.2,4.2,46.9,Syracuse University,19th overall,1st round,Phoenix Suns,1978,7-Jun,"Sutherland in Pittsford, New York",Marty Byrnes,Small Forward,Right,215lb
cartero01,31-Aug-56,"Pittsburgh, Pennsylvania",0.6,42.9,-,62.3,59,8,3,1.1,-0.2,42.9,Virginia Military Institute,26th overall,2nd round,Los Angeles Lakers,1978,5-Jun,"Perry in Pittsburgh, Pennsylvania",Ron Carter,Shooting Guard,Right,190lb
cheekma01,8-Sep-56,"Chicago, Illinois",6.7,52.3,25.5,79.3,1101,16.5,11.1,2.8,103.5,52.6,West Texas A&M University,36th overall,2nd round,Philadelphia 76ers,1978,1-Jun,"Du Sable in Chicago, Illinois",Maurice Cheeks,Point Guard,Right,180lb
cookje01,21-Oct-56,"West Covina, California",1.4,46.2,5.6,71.6,518,10.9,5.3,4.5,17.7,46.2,Idaho State University,49th overall,3rd round,Kansas City Kings,1978,10-Jun,"Edgewood in West Covina, California",Jeff Cook,Center and Power Forward and Small Forward,Right,215lb
coopemi01,15-Apr-56,"Los Angeles, California",4.2,46.9,34,83.3,873,12.8,8.9,3.2,52.5,50.2,University of New Mexico,60th overall,3rd round,Los Angeles Lakers,1978,5-Jun,"Pasadena in Pasadena, California",Michael Cooper,Shooting Guard,Right,170lb
coopewa01,16-Nov-56,"Milan, Georgia",0.9,45.7,14.6,73.6,984,13.4,7.9,6.2,36.9,45.7,University of New Orleans,40th overall,2nd round,Golden State Warriors,1978,10-Jun,"Telfair County in McRae, Georgia",Wayne Cooper,Center and Power Forward,Right,220lb
copelho01,20-Dec-55,"Trenton, New Jersey",1,48.8,0,73.9,93,10.7,5,1.7,1.3,48.8,Rutgers University,46th overall,3rd round,Denver Nuggets,1978,6-Jun,"Ewing in Trenton, New Jersey",Hollis Copeland,Small Forward,Right,180lb
corzida01,25-Apr-56,"Arlington Heights, Illinois",1.7,48.4,18.9,74.7,891,13.6,8.5,5.9,37.3,48.5,DePaul University,18th overall,1st round,Washington Bullets,1978,11-Jun,"John Hersey in Arlington Heights, Illinois",Dave Corzine,Center,Right,250lb
coxch01,29-Dec-55,"Philadelphia, Pennsylvania",0.9,35.1,0,50,7,1.6,4.1,1.4,-0.2,35.1,"Villanova University, University of San Francisco",159th overall,8th round,Chicago Bulls,1978,2-Jun,"Roxborough in Philadelphia, Pennsylvania",Chubby Cox,Shooting Guard,Right,180lb
cummipa01,11-Jul-56,"Johnstown, Pennsylvania",1.2,49.7,0,73.7,683,13.3,9.6,5.6,22.6,49.7,University of Cincinnati,59th overall,3rd round,Milwaukee Bucks,1978,9-Jun,"Johnstown in Johnstown, Pennsylvania",Pat Cummings,Power Forward and Center,Right,230lb
davisha01,27-Jan-56,"Cleveland, Ohio",0.4,43.6,-,68.9,44,10.3,4,1.6,0.3,43.6,Florida State University,33rd overall,2nd round,Cleveland Cavaliers,1978,7-Jun,"Cathedral Latin in Cleveland, Ohio",Harry Davis,Small Forward,Right,220lb
dougljo01,12-Jun-56,"Town Creek, Alabama",2.2,46.1,31.1,66.3,67,12,6.7,1.4,0.5,48.5,University of Kansas,118th overall,6th round,New Orleans Jazz,1978,2-Jun,"Colbert County in Leighton, Alabama",John Douglas,Shooting Guard,Right,170lb
evansea01,11-Nov-55,"Port Arthur, Texas",1,45,38.9,57.1,36,10.3,4.4,2.1,0.1,47.5,"University of Southern California, University of Nevada, Las Vegas",157th overall,8th round,Detroit Pistons,1978,8-Jun,"Lincoln in Port Arthur, Texas",Earl Evans,Power Forward,Right,202lb
evansmi01,19-Apr-55,"Goldsboro, North Carolina",2.6,45.2,30.7,80.7,591,12,7.7,1.4,9.3,48,Kansas State University,21st overall,1st round,Denver Nuggets,1978,1-Jun,"Laurinburg Institute in Laurinburg, North Carolina",Mike Evans,Point Guard and Shooting Guard,Right,170lb
fordph01,9-Feb-56,"Rocky Mount, North Carolina",6.4,46.7,21,82,482,13.9,11.6,1.8,23.3,46.9,University of North Carolina,2nd overall,1st round,Kansas City Kings,1978,2-Jun,"Rocky Mount in Rocky Mount, North Carolina",Phil Ford,Point Guard,Right,175lb
